Event,Station_sizes,Altitude [m],Start Date/Time,End Date/Time,Start Latitude,Start Longitude,End Latitude,End Longitude,OMF_pol,OMF_tot,CCHO_µg_per_m3,SS_µg_per_m3,OC_µg_per_m3,OM_µg_per_m3,OMF_FAA,OMF_WSOC,OMF_FFA,FAA_µg_per_m3,FFA_µg_per_m3,PG_µg_per_m3,OMF_PG,FFA_PG_µg_per_m3,OMF_FFA_PG,OMF_CAA,CAA_µg_per_m3
CVAO_PM9,CVAO_PM1,,2017-10-04T15:00,2017-10-05T15:00,16.8636111,-24.867222,16.8636111,-24.867222,,,,0.20705524,,,,,0.05477168,,0.01680769,,,0.016807693,0.07508028,,
CVAO_PM10,CVAO_PM1,,2017-10-05T15:00,2017-10-06T15:00,16.8636111,-24.867222,16.8636111,-24.867222,,,,0.33901931,,,,,0.04650805,,0.00982222,,,0.009822219,0.02815668,,
CVAO_PM11,CVAO_PM1,,2017-10-06T15:00,2017-10-07T15:00,16.8636111,-24.867222,16.8636111,-24.867222,,,,0.35854848,,,,,0.01874391,,0.0193122,0.00176287,0.00049143,0.021075069,0.05155179,,
CVAO_PM12,CVAO_PM1,,2017-10-08T15:00,2017-10-09T15:00,16.8636111,-24.867222,16.8636111,-24.867222,,,,0.47935046,,,,,0.01316828,,0.01398778,0.01968576,0.00408996,0.033673541,0.03221509,,
CVAO_PM13,CVAO_PM1,,2017-10-09T15:00,2017-10-10T15:00,16.8636111,-24.867222,16.8636111,-24.867222,,,,0.25960837,,,,,0.02495217,,0.00611977,0.00370883,0.00142659,0.009828597,0.02439186,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:30,2017-09-20T15:30,16.8636111,-24.867222,16.8636111,-24.867222,,,,13.8584123,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:31,2017-09-20T15:31,16.8636111,-24.867222,16.8636111,-24.867222,,,,12.0012741,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:32,2017-09-20T15:32,16.8636111,-24.867222,16.8636111,-24.867222,,,,5.09771317,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:33,2017-09-20T15:33,16.8636111,-24.867222,16.8636111,-24.867222,,,,11.8673309,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:34,2017-09-20T15:34,16.8636111,-24.867222,16.8636111,-24.867222,,,,8.37987586,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:35,2017-09-20T15:35,16.8636111,-24.867222,16.8636111,-24.867222,,,,7.79202875,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:36,2017-09-20T15:36,16.8636111,-24.867222,16.8636111,-24.867222,,,,9.14756615,,,,,,,,,,,,,
CVAO_0.05-10 µm,CVAO_0.05-10 µm,,2017-09-19T16:37,2017-09-20T15:37,16.8636111,-24.867222,16.8636111,-24.867222,,,,6.64919961,,,,,,,,,,,,,
Sval_0-1.5µm_15,Sval_0-1.5µm_15,,2015-04-24T00:00,2015-05-04T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.12747986,,,0.00202556,,,0.000258742,,,,,,,
Sval_0-1.5µm_15,Sval_0-1.5µm_15,,2015-05-04T00:00,2015-05-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.07885094,,,0.00729593,,,0.000579519,,,,,,,
Sval_0-1.5µm_15,Sval_0-1.5µm_15,,2015-05-14T00:00,2015-05-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.11720596,,,0.00252906,,,0.000297172,,,,,,,
Sval_0-1.5µm_15,Sval_0-1.5µm_15,,2015-05-24T00:00,2015-06-03T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.0739754,,,0.00612633,,,0.000455991,,,,,,,
Sval_0-1.5µm_15,Sval_0-1.5µm_15,,2015-06-03T00:00,2015-06-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.06866986,,,0.00130065,,,0.0000894321,,,,,,,
Sval_0.95-1.5µm_15,Sval_0.95-1.5µm_15,,2015-04-24T00:00,2015-05-04T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.082942145,,,,,,,,,,,,0.009000317,0.000770207
Sval_0.95-1.5µm_15,Sval_0.95-1.5µm_15,,2015-05-04T00:00,2015-05-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.169453763,,,,,,,,,,,,0.005136265,0.00032173
Sval_0.95-1.5µm_15,Sval_0.95-1.5µm_15,,2015-05-14T00:00,2015-05-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.084805316,,,,,,,,,,,,0.002984961,0.000301159
Sval_0.95-1.5µm_15,Sval_0.95-1.5µm_15,,2015-05-24T00:00,2015-06-03T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.062317151,,,,,,,,,,,,0.002267105,0.000136316
Sval_0.95-1.5µm_15,Sval_0.95-1.5µm_15,,2015-06-03T00:00,2015-06-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.100590908,,,,,,,,,,,,0.001163867,0.000068217
Sval_0-1.5µm_14,Sval_0-1.5µm_14,50,2014-04-02T00:00,2014-04-08T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.059991353,,,0.00084655,,,0.000310984,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-08T00:00,2014-04-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.058544185,,,0.00257337,,,0.000373548,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-14T00:00,2014-04-20T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.45279835,,,0.00148811,,,0.000674816,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-20T00:00,2014-04-23T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.26567201,,,0.00360355,,,0.000960824,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-23T00:00,2014-04-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.12707327,,,0.00366542,,,0.000467491,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-24T00:00,2014-04-30T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.13208424,,,0.00599218,,,0.000796243,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-04-30T00:00,2014-05-06T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.09724101,,,0.0037219,,,0.000363274,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-05-06T00:00,2014-05-12T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.19303894,,,0.0027573,,,0.000533738,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-05-12T00:00,2014-05-18T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.12315043,,,0.00270941,,,0.000334571,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-05-18T00:00,2014-05-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.1001347,,,0.00210215,,,0.000210941,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-05-24T00:00,2014-05-30T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.18087033,,,0.00244159,,,0.000442693,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-05-30T00:00,2014-06-05T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.10598783,,,0.0042277,,,0.000449987,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-06-05T00:00,2014-06-11T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.05514592,,,0.00641988,,,0.000356318,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-06-11T00:00,2014-06-17T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.22357362,,,0.00048851,,,0.000109272,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-06-17T00:00,2014-06-23T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.26787659,,,0.00099685,,,0.000267299,,,,,,,
Sval_0-1.5µm_14,Sval_0-1.5µm_14,,2014-06-23T00:00,2014-06-29T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.24860298,,,0.00067874,,,0.000168851,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-05-02T00:00,2018-05-08T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.16637082,,,0.00275939,,,0.000460352,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-05-08T00:00,2018-05-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.00663259,,,0.003693756,,,0.00002459,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-05-14T00:00,2018-05-20T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.05301602,,,0.00330744,,,0.000175929,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-05-20T00:00,2018-05-26T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.02993994,,,0.00436527,,,0.000131269,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-05-26T00:00,2018-06-01T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.00574528,,,0.01531779,,,0.000089374,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-06-01T00:00,2018-06-07T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.04232887,,,0.00481623,,,0.000204852,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-06-07T00:00,2018-06-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.06612531,,,0.00615209,,,0.000409327,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-06-13T00:00,2018-06-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.07324247,,,0.00250507,,,0.000183938,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-06-19T00:00,2018-06-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.09982615,,,0.00242399,,,0.000242566,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-06-25T00:00,2018-07-01T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.03104323,,,0.00460869,,,0.000143731,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-01T00:00,2018-07-07T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.04882481,,,0.00341414,,,0.000167266,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-07T00:00,2018-07-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.03950974,,,0.00651525,,,0.000259104,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-13T00:00,2018-07-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.05044137,,,0.00539384,,,0.000273548,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-19T00:00,2018-07-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.03596295,,,0.0068272,,,0.000247214,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-25T00:00,2018-07-31T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.02825075,,,0.01094569,,,0.000312646,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-07-31T00:00,2018-08-06T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.0386432,,,0.01795559,,,0.000706548,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-08-06T00:00,2018-08-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.06825683,,,0.00289607,,,0.000198251,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-08-13T00:00,2018-08-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.10178781,,,0.00659469,,,0.000675715,,,,,,,
Sval_0-1.5µm_18,Sval_0-1.5µm_18,,2018-08-19T00:00,2018-08-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.11715456,,,0.00540827,,,0.000637049,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-04-14T00:00,2015-04-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.86951945,,,,,,,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-04-24T00:00,2015-05-04T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.28665695,,,,,,,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-05-04T00:00,2015-05-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.27334381,,,,,,,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-05-14T00:00,2015-05-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.65269746,,,,,,,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-05-24T00:00,2015-06-03T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.28180793,,,,,,,,,,,,,
Sval_0-10µm_15,Sval_0-10µm_15,,2015-06-03T00:00,2015-06-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.57928201,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-02T00:00,2014-04-08T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.90386047,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-08T00:00,2014-04-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.43229014,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-14T00:00,2014-04-20T00:00,78.9175,11.89417,78.9175,11.89417,,,,1.46075378,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-20T00:00,2014-04-23T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.95942821,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-23T00:00,2014-04-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.61597213,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-24T00:00,2014-04-30T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.54499214,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-04-30T00:00,2014-05-06T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.4712776,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-05-06T00:00,2014-05-12T00:00,78.9175,11.89417,78.9175,11.89417,,,,1.37510004,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-05-12T00:00,2014-05-18T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.48695213,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-05-18T00:00,2014-05-24T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.4207398,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-05-24T00:00,2014-05-30T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.86059308,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-05-30T00:00,2014-06-05T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.55604703,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-06-05T00:00,2014-06-11T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.27255905,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-06-11T00:00,2014-06-17T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.8036529,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-06-17T00:00,2014-06-23T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.76054964,,,,,,,,,,,,,
Sval_0-10µm_14,Sval_0-10µm_14,,2014-06-23T00:00,2014-06-29T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.72318651,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-05-02T00:00,2018-05-08T00:00,78.9175,11.89417,78.9175,11.89417,,,,1.11977855,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-05-08T00:00,2018-05-14T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.0288763,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-05-14T00:00,2018-05-20T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.26861337,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-05-20T00:00,2018-05-26T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.23237384,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-05-26T00:00,2018-06-01T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.26668703,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-06-01T00:00,2018-06-07T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.22636606,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-06-07T00:00,2018-06-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.68479461,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-06-13T00:00,2018-06-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.67380695,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-06-19T00:00,2018-06-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.84286028,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-06-25T00:00,2018-07-01T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.43005955,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-01T00:00,2018-07-07T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.35996126,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-07T00:00,2018-07-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.47407372,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-13T00:00,2018-07-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.47801407,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-19T00:00,2018-07-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.31902087,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-25T00:00,2018-07-31T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.49401797,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-07-31T00:00,2018-08-06T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.25965298,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-08-06T00:00,2018-08-13T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.58103775,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-08-13T00:00,2018-08-19T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.42360175,,,,,,,,,,,,,
Sval_0-10µm_18,Sval_0-10µm_18,,2018-08-19T00:00,2018-08-25T00:00,78.9175,11.89417,78.9175,11.89417,,,,0.52624939,,,,,,,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2018-11-11T00:00,2018-11-19T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0001647,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2018-11-19T00:00,2018-11-29T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0001464,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2018-11-29T00:00,2018-12-10T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0002944,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2018-12-10T00:00,2018-12-21T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0002944,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2018-12-21T00:00,2019-01-01T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0005121,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-01-01T00:00,2019-01-16T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0001132,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-01-16T00:00,2019-01-26T00:00,-74.711944,164.11667,,,,,,,,,,,,0.000321,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-11-18T00:00,2019-11-28T00:00,-74.711944,164.11667,,,,,,,,,,,,0.0002055,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-11-28T00:00,2019-12-08T00:00,-74.711944,164.11667,,,,,,,,,,,,0.000187645,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-12-08T00:00,2019-12-18T00:00,-74.711944,164.11667,,,,,,,,,,,,0.000283882,,,,,,,
Ross_sea_0-1.5µm,Ross_sea_0-1.5µm,,2019-12-18T00:00,2019-12-28T00:00,-74.711944,164.11667,,,,,,,,,,,,0.000580678,,,,,,,
